Temperature (C),Mass Fraction
354.278,0.456580367
354.45,0.456420552
354.617,0.456260738
354.787,0.456090935
354.953,0.45593112
355.124,0.455761317
355.285,0.455601502
355.462,0.455451676
355.632,0.455291861
355.802,0.455142035
355.965,0.455002197
356.139,0.45486236
356.31,0.454712533
356.472,0.454572696
356.64,0.454432858
356.821,0.45429302
356.976,0.454153182
357.14,0.454023333
357.308,0.453883495
357.472,0.453763634
357.642,0.453633785
357.816,0.453513924
357.985,0.453384074
358.152,0.453274202
358.318,0.453164329
358.491,0.453054457
358.652,0.452954573
358.823,0.452854689
358.994,0.452754804
359.159,0.452644932
359.327,0.452535059
359.499,0.452425187
359.673,0.452305326
359.838,0.452195453
360,0.452095569
360.166,0.451995685
